item_id,timestamp,target_value
2020122706050811,2021-12-26 13:13:00,24.1
2020122706050811,2021-12-26 13:19:00,24.4
2020122706050811,2021-12-26 13:25:00,24.4
2020122706050811,2021-12-26 13:31:00,24.2
2020122706050811,2021-12-26 13:37:00,24.2
2020122706050811,2021-12-26 13:42:00,24.3
2020122706050811,2021-12-26 13:48:00,24.4
2020122706050811,2021-12-26 13:54:00,24.5
2020122706050811,2021-12-26 14:00:00,24.5
2020122706050811,2021-12-26 14:06:00,24.4
2020122706050811,2021-12-26 14:12:00,24.4
2020122706050811,2021-12-26 14:18:00,24.4
2020122706050811,2021-12-26 14:23:00,24.3
2020122706050811,2021-12-26 14:29:00,24.3
2020122706050811,2021-12-26 14:35:00,24.3
2020122706050811,2021-12-26 14:41:00,24.3
2020122706050811,2021-12-26 14:46:00,24.4
2020122706050811,2021-12-26 14:51:00,24.4
2020122706050811,2021-12-26 14:56:00,24.3
2020122706050811,2021-12-26 15:01:00,24.4
2020122706050811,2021-12-26 15:06:00,24.4
2020122706050811,2021-12-26 15:11:00,24.5
2020122706050811,2021-12-26 15:16:00,24.5
2020122706050811,2021-12-26 15:21:00,24.5
2020122706050811,2021-12-26 15:26:00,24.4
2020122706050811,2021-12-26 15:32:00,24.5
2020122706050811,2021-12-26 15:37:00,24.5
2020122706050811,2021-12-26 15:42:00,24.5
2020122706050811,2021-12-26 15:48:00,24.6
2020122706050811,2021-12-26 15:53:00,24.6
2020122706050811,2021-12-26 15:58:00,25.3
2020122706050811,2021-12-26 16:03:00,25.5
2020122706050811,2021-12-26 16:08:00,25.5
2020122706050811,2021-12-26 16:13:00,25.6
2020122706050811,2021-12-26 16:18:00,25.6
2020122706050811,2021-12-26 16:23:00,25.5
2020122706050811,2021-12-26 16:28:00,25.4
2020122706050811,2021-12-26 16:33:00,25.4
2020122706050811,2021-12-26 16:38:00,25.1
2020122706050811,2021-12-26 16:43:00,25.1
2020122706050811,2021-12-26 16:48:00,25.2
2020122706050811,2021-12-26 16:53:00,25.2
2020122706050811,2021-12-26 16:58:00,25.6
2020122706050811,2021-12-26 17:03:00,25.5
2020122706050811,2021-12-26 17:08:00,25.5
2020122706050811,2021-12-26 17:13:00,25.7
2020122706050811,2021-12-26 17:18:00,25.7
2020122706050811,2021-12-26 17:23:00,25.9
2020122706050811,2021-12-26 17:28:00,25.7
2020122706050811,2021-12-26 17:33:00,25.6
2020122706050811,2021-12-26 19:33:00,25.6
2020122706050811,2021-12-26 19:39:00,25.7
2020122706050811,2021-12-26 19:44:00,25.6
2020122706050811,2021-12-26 19:50:00,25.9
2020122706050811,2021-12-26 19:55:00,25.8
2020122706050811,2021-12-26 20:01:00,25.8
2020122706050811,2021-12-26 20:06:00,25.8
2020122706050811,2021-12-26 20:12:00,25.8
2020122706050811,2021-12-26 20:17:00,25.8
2020122706050811,2021-12-26 20:23:00,25.7
2020122706050811,2021-12-26 20:28:00,25.6
2020122706050811,2021-12-26 20:34:00,25.6
2020122706050811,2021-12-26 20:39:00,25.6
2020122706050811,2021-12-26 20:45:00,25.4
2020122706050811,2021-12-26 20:50:00,25.4
2020122706050811,2021-12-26 20:56:00,25.5
2020122706050811,2021-12-26 21:01:00,25.5
2020122706050811,2021-12-26 21:07:00,25.5
2020122706050811,2021-12-26 21:12:00,25.4
2020122706050811,2021-12-26 21:18:00,25.4
2020122706050811,2021-12-26 21:23:00,25.4
2020122706050811,2021-12-26 21:29:00,25.5
2020122706050811,2021-12-26 21:34:00,25.5
2020122706050811,2021-12-26 21:40:00,25.5
2020122706050811,2021-12-26 21:45:00,25.6
2020122706050811,2021-12-26 21:51:00,25.7
2020122706050811,2021-12-26 21:56:00,25.7
2020122706050811,2021-12-26 22:02:00,25.7
2020122706050811,2021-12-26 22:07:00,25.7
2020122706050811,2021-12-26 22:13:00,25.5
2020122706050811,2021-12-26 22:18:00,25.6
2020122706050811,2021-12-26 22:24:00,25.5
2020122706050811,2021-12-26 22:29:00,25.6
2020122706050811,2021-12-26 22:35:00,25.5
2020122706050811,2021-12-26 22:40:00,25.4
2020122706050811,2021-12-26 22:46:00,25.4
2020122706050811,2021-12-26 22:51:00,25.4
2020122706050811,2021-12-26 22:57:00,25.4
2020122706050811,2021-12-26 23:02:00,25.4
2020122706050811,2021-12-26 23:08:00,25.4
2020122706050811,2021-12-26 23:13:00,25.5
2020122706050811,2021-12-26 23:19:00,25.4
2020122706050811,2021-12-26 23:24:00,25.5
2020122706050811,2021-12-26 23:30:00,25.4
2020122706050811,2021-12-26 23:35:00,25.4
2020122706050811,2021-12-26 23:41:00,25.4
2020122706050811,2021-12-26 23:46:00,25.3
2020122706050811,2021-12-26 23:52:00,25.3
2020122706050811,2021-12-26 23:57:00,25.3
2020122706050811,2021-12-27 00:08:00,25.3
2020122706050811,2021-12-27 00:14:00,25.3
2020122706050811,2021-12-27 00:19:00,25.3
2020122706050811,2021-12-27 00:25:00,25.4
2020122706050811,2021-12-27 00:30:00,25.5
2020122706050811,2021-12-27 00:36:00,25.4
2020122706050811,2021-12-27 00:41:00,25.4
2020122706050811,2021-12-27 00:47:00,25.4
2020122706050811,2021-12-27 00:52:00,25.5
2020122706050811,2021-12-27 00:58:00,25.4
2020122706050811,2021-12-27 01:03:00,25.4
2020122706050811,2021-12-27 01:09:00,25.5
2020122706050811,2021-12-27 01:14:00,25.5
2020122706050811,2021-12-27 01:20:00,25.4
2020122706050811,2021-12-27 01:25:00,25.4
2020122706050811,2021-12-27 01:31:00,25.4
2020122706050811,2021-12-27 01:36:00,25.4
2020122706050811,2021-12-27 01:42:00,25.5
2020122706050811,2021-12-27 01:47:00,25.5
2020122706050811,2021-12-27 01:53:00,25.5
2020122706050811,2021-12-27 01:58:00,25.5
2020122706050811,2021-12-27 02:04:00,25.5
2020122706050811,2021-12-27 02:09:00,25.6
2020122706050811,2021-12-27 02:15:00,25.6
2020122706050811,2021-12-27 02:20:00,25.7
2020122706050811,2021-12-27 02:26:00,25.6
2020122706050811,2021-12-27 02:31:00,25.5
2020122706050811,2021-12-27 02:37:00,25.6
2020122706050811,2021-12-27 02:42:00,25.6
2020122706050811,2021-12-27 02:48:00,25.5
2020122706050811,2021-12-27 02:53:00,25.5
2020122706050811,2021-12-27 02:59:00,25.6
2020122706050811,2021-12-27 03:04:00,25.4
2020122706050811,2021-12-27 03:10:00,25.4
2020122706050811,2021-12-27 03:15:00,25.4
2020122706050811,2021-12-27 03:21:00,25.4
2020122706050811,2021-12-27 03:26:00,25.4
2020122706050811,2021-12-27 03:32:00,25.3
2020122706050811,2021-12-27 03:37:00,25.4
2020122706050811,2021-12-27 03:43:00,25.4
2020122706050811,2021-12-27 03:49:00,25.4
2020122706050811,2021-12-27 03:54:00,25.4
2020122706050811,2021-12-27 04:00:00,25.3
2020122706050811,2021-12-27 04:05:00,25.4
2020122706050811,2021-12-27 04:11:00,25.4
2020122706050811,2021-12-27 04:16:00,25.4
2020122706050811,2021-12-27 04:22:00,25.4
2020122706050811,2021-12-27 04:27:00,25.4
2020122706050811,2021-12-27 04:33:00,25.4
2020122706050811,2021-12-27 04:38:00,25.5
2020122706050811,2021-12-27 04:44:00,25.5
2020122706050811,2021-12-27 04:49:00,25.4
2020122706050811,2021-12-27 04:55:00,25.4
2020122706050811,2021-12-27 05:00:00,25.5
2020122706050811,2021-12-27 05:06:00,25.5
2020122706050811,2021-12-27 05:11:00,25.5
2020122706050811,2021-12-27 05:17:00,25.5
2020122706050811,2021-12-27 05:22:00,25.5
2020122706050811,2021-12-27 05:28:00,25.5
2020122706050811,2021-12-27 05:33:00,25.5
2020122706050811,2021-12-27 05:39:00,25.5
2020122706050811,2021-12-27 05:44:00,25.5
2020122706050811,2021-12-27 05:50:00,25.5
2020122706050811,2021-12-27 05:55:00,25.6
2020122706050811,2021-12-27 06:01:00,25.6
2020122706050811,2021-12-27 06:06:00,25.6
2020122706050811,2021-12-27 06:12:00,25.6
2020122706050811,2021-12-27 06:17:00,25.6
2020122706050811,2021-12-27 06:23:00,25.6
2020122706050811,2021-12-27 06:28:00,25.6
2020122706050811,2021-12-27 06:34:00,25.6
2020122706050811,2021-12-27 06:40:00,25.6
2020122706050811,2021-12-27 06:45:00,25.6
2020122706050811,2021-12-27 06:51:00,25.6
2020122706050811,2021-12-27 06:56:00,25.5
2020122706050811,2021-12-27 07:02:00,25.5
2020122706050811,2021-12-27 07:07:00,25.4
2020122706050811,2021-12-27 07:13:00,25.5
2020122706050811,2021-12-27 07:18:00,25.5
2020122706050811,2021-12-27 07:24:00,25.5
2020122706050811,2021-12-27 07:29:00,25.4
2020122706050811,2021-12-27 07:35:00,25.5
2020122706050811,2021-12-27 07:40:00,25.5
2020122706050811,2021-12-27 07:46:00,25.4
2020122706050811,2021-12-27 07:51:00,25.4
2020122706050811,2021-12-27 07:57:00,25.4
2020122706050811,2021-12-27 08:02:00,25.4
2020122706050811,2021-12-27 08:08:00,25.5
2020122706050811,2021-12-27 08:13:00,25.4
2020122706050811,2021-12-27 08:19:00,25.5
2020122706050811,2021-12-27 08:24:00,25.5
2020122706050811,2021-12-27 08:30:00,25.5
2020122706050811,2021-12-27 08:35:00,25.4
2020122706050811,2021-12-27 08:41:00,25.3
2020122706050811,2021-12-27 08:46:00,25.2
2020122706050811,2021-12-27 08:52:00,25.3
2020122706050811,2021-12-27 08:57:00,25.3
2020122706050811,2021-12-27 09:03:00,25.3
2020122706050811,2021-12-27 09:08:00,25.2
2020122706050811,2021-12-27 09:14:00,25.3
2020122706050811,2021-12-27 09:19:00,25.4
2020122706050811,2021-12-27 09:25:00,25.4
2020122706050811,2021-12-27 09:30:00,25.5
2020122706050811,2021-12-27 09:36:00,25.6
2020122706050811,2021-12-27 09:41:00,25.7
2020122706050811,2021-12-27 09:46:00,25.5
2020122706050811,2021-12-27 09:51:00,25.6
2020122706050811,2021-12-27 09:56:00,25.7
2020122706050811,2021-12-27 10:01:00,25.5
2020122706050811,2021-12-27 10:06:00,25.6
2020122706050811,2021-12-27 10:15:00,25.9
2020122706050811,2021-12-27 10:24:00,26.0
2020122706050811,2021-12-27 10:33:00,26.1
2020122706050811,2021-12-27 10:41:00,26.2
2020122706050811,2021-12-27 10:49:00,26.4
2020122706050811,2021-12-27 10:57:00,26.6
2020122706050811,2021-12-27 11:05:00,26.7
2020122706050811,2021-12-27 11:12:00,26.8
2020122706050811,2021-12-27 11:19:00,26.9
2020122706050811,2021-12-27 11:26:00,27.0
2020122706050811,2021-12-27 11:33:00,27.1
2020122706050811,2021-12-27 11:40:00,27.1
2020122706050811,2021-12-27 11:46:00,27.2
2020122706050811,2021-12-27 11:52:00,27.3
2020122706050811,2021-12-27 11:58:00,27.6
2020122706050811,2021-12-27 12:04:00,27.8
2020122706050811,2021-12-27 12:10:00,27.9
2020122706050811,2021-12-27 12:16:00,28.0
2020122706050811,2021-12-27 12:22:00,28.0
2020122706050811,2021-12-27 12:27:00,28.1
2020122706050811,2021-12-27 12:32:00,28.3
2020122706050811,2021-12-27 12:37:00,28.4
2020122706050811,2021-12-27 12:42:00,28.5
2020122706050811,2021-12-27 12:47:00,28.9
2020122706050811,2021-12-27 12:52:00,29.0
2020122706050811,2021-12-27 12:59:00,29.2
2020122706050811,2021-12-27 13:05:00,29.3
2020122706050811,2021-12-27 13:11:00,29.5
2020122706050811,2021-12-27 13:17:00,29.2
2020122706050811,2021-12-27 13:23:00,29.4
2020122706050811,2021-12-27 13:29:00,29.4
2020122706050811,2021-12-27 13:35:00,29.4
2020122706050811,2021-12-27 13:41:00,29.5
2020122706050811,2021-12-27 13:47:00,29.5
2020122706050811,2021-12-27 13:54:00,29.6
2020122706050811,2021-12-27 13:59:00,29.8
2020122706050811,2021-12-27 14:04:00,29.9
2020122706050811,2021-12-27 14:09:00,29.7
2020122706050811,2021-12-27 14:14:00,29.8
2020122706050811,2021-12-27 14:19:00,29.8
2020122706050811,2021-12-27 14:24:00,29.7
2020122706050811,2021-12-27 14:29:00,29.7
2020122706050811,2021-12-27 14:35:00,29.7
2020122706050811,2021-12-27 14:40:00,29.7
2020122706050811,2021-12-27 14:45:00,29.6
2020122706050811,2021-12-27 14:50:00,29.6
2020122706050811,2021-12-27 14:55:00,29.8
2020122706050811,2021-12-27 15:00:00,29.9
2020122706050811,2021-12-27 15:05:00,30.5
2020122706050811,2021-12-27 15:10:00,31.3
2020122706050811,2021-12-27 15:14:00,31.8
2020122706050811,2021-12-27 15:19:00,33.1
2020122706050811,2021-12-27 15:27:00,36.2
2020122706050811,2021-12-27 15:34:00,36.2
